"","id","heduc","heblack","interracial","years","div"
"621",2632,"12-15 years",0,0,24.003,0
"622",2634,"12-15 years",0,0,39.023,0
"623",2636,"12-15 years",0,0,29.218,0
"624",2638,"12-15 years",0,0,14.638,1
"625",2647,"< 12 years",0,0,7.551,0
"626",2656,"12-15 years",0,0,10.9155,1
"627",2660,"12-15 years",0,0,15.422,0
"628",2662,"12-15 years",0,0,9.139,0
"629",2664,"16+ years",0,0,43.929,0
"630",2668,"12-15 years",0,0,6.505,1
"631",2671,"12-15 years",0,0,30.546,0
"632",2674,"16+ years",0,0,58.916,0
"633",2676,"< 12 years",0,0,5.667,1
"634",2679,"< 12 years",0,0,22.935,0
"635",2682,"< 12 years",0,0,12.999,1
"636",2684,"12-15 years",1,0,21.999,0
"637",2688,"< 12 years",0,0,45.437,0
"638",2690,"< 12 years",0,0,14.998,0
"639",2698,"< 12 years",0,0,62.861,0
"640",2700,"< 12 years",0,0,32.079,0
"641",2701,"12-15 years",0,0,9.914,0
"642",2702,"16+ years",0,0,6.152,0
"643",2703,"12-15 years",0,0,7.42,1
"644",2705,"< 12 years",0,0,35.937,0
"645",2708,"< 12 years",0,0,38.001,0
"646",2712,"< 12 years",0,0,32.186,0
"647",2714,"12-15 years",0,0,19.997,0
"648",2716,"12-15 years",1,0,5.013,1
"649",2719,"12-15 years",0,0,39.001,0
"650",2727,"< 12 years",0,0,5.86,0
"651",2729,"12-15 years",0,0,29.35,0
"652",2737,"< 12 years",0,0,27.997,0
"653",2739,"12-15 years",0,0,2.001,0
"654",2742,"< 12 years",0,0,30.749,0
"655",2747,"12-15 years",0,0,5.503,1
"656",2752,"< 12 years",0,0,8.246,1
"657",2754,"16+ years",0,0,33.919,0
"658",2757,"< 12 years",0,0,54.749,0
"659",2760,"12-15 years",0,0,11.5425,1
"660",2762,"< 12 years",0,0,3.817,0
"661",2764,"< 12 years",0,0,28.8025,1
"662",2767,"16+ years",1,0,20.756,0
"663",2772,"16+ years",0,0,27.937,0
"664",2775,"12-15 years",0,0,20.55,0
"665",2779,"12-15 years",0,0,8.8435,1
"666",2785,"12-15 years",0,0,3.4195,1
"667",2787,"12-15 years",0,0,2.1685,1
"668",2795,"< 12 years",0,0,3.639,0
"669",2801,"12-15 years",0,0,8.523,0
"670",2804,"16+ years",0,0,31.477,1
"671",2811,"12-15 years",0,0,19.833,1
"672",2817,"12-15 years",0,0,1.8315,1
"673",2827,"12-15 years",0,0,5.166,1
"674",2829,"< 12 years",0,0,1.199,1
"675",2834,"< 12 years",0,0,1.336,1
"676",2838,"< 12 years",0,0,22.322,0
"677",2842,"12-15 years",0,0,42.604,0
"678",2849,"< 12 years",0,0,31.138,0
"679",2854,"< 12 years",0,0,7.496,0
"680",2858,"< 12 years",0,0,54.338,0
"681",2861,"< 12 years",0,0,54.001,0
"682",2863,"16+ years",0,0,13.585,0
"683",2873,"< 12 years",0,0,37.823,0
"684",2877,"12-15 years",1,0,24.994,0
"685",2879,"12-15 years",0,0,39.05,0
"686",2880,"12-15 years",0,0,1.999,0
"687",2882,"12-15 years",0,0,1.002,0
"688",2893,"< 12 years",0,0,14.771,0
"689",2903,"< 12 years",0,0,1.673,1
"690",2904,"16+ years",0,0,13.916,0
"691",2907,"16+ years",0,0,8.991,0
"692",2910,"< 12 years",0,0,10.245,1
"693",2913,"< 12 years",0,0,15.915,1
"694",2915,"< 12 years",0,0,41.999,0
"695",2918,"< 12 years",0,0,41.999,0
"696",2927,"12-15 years",0,0,40.903,0
"697",2937,"12-15 years",0,0,5.818,0
"698",2938,"12-15 years",0,0,5.999,0
"699",2941,"12-15 years",0,0,10.664,1
"700",2943,"12-15 years",0,0,11.502,1
"701",2944,"16+ years",0,0,41.173,0
"702",2947,"12-15 years",0,0,17.889,0
"703",2950,"12-15 years",0,0,25.221,0
"704",2953,"12-15 years",0,0,22.782,0
"705",2955,"12-15 years",0,0,40.107,0
"706",2959,"16+ years",0,0,11.693,0
"707",2964,"16+ years",0,0,4.323,0
"708",2966,"16+ years",0,0,3.995,0
"709",2967,"16+ years",0,0,6.062,0
"710",2968,"16+ years",0,0,10.116,0
"711",2970,"16+ years",0,0,1.588,1
"712",2976,"16+ years",0,0,7.064,0
"713",2979,"12-15 years",0,0,23.496,0
"714",2983,"12-15 years",0,0,20.523,1
"715",2985,"< 12 years",0,0,44.58,0
"716",2987,"< 12 years",0,0,31.42,0
"717",2990,"< 12 years",0,0,31.42,0
"718",2996,"12-15 years",0,0,7.0445,1
"719",2998,"< 12 years",0,0,31.441,0
"720",2999,"12-15 years",0,0,6.111,0
"721",3002,"12-15 years",0,0,24.646,0
"722",3005,"< 12 years",0,0,27.918,1
"723",3009,"12-15 years",0,0,12.178,1
"724",3018,"12-15 years",0,0,2.897,0
"725",3019,"< 12 years",0,0,1.084,1
"726",3026,"12-15 years",0,0,2.5875,1
"727",3038,"16+ years",0,0,9.922,0
"728",3040,"12-15 years",0,0,18.998,0
"729",3044,"12-15 years",0,0,17.706,0
"730",3052,"12-15 years",0,0,2.867,0
"731",3059,"< 12 years",1,0,41.848,0
"732",3062,"< 12 years",1,0,41.848,0
"733",3067,"< 12 years",1,0,6.834,1
"734",3074,"< 12 years",1,0,7.504,0
"735",3082,"12-15 years",0,0,19.759,1
"736",3084,"12-15 years",0,0,6.694,0
"737",3085,"< 12 years",0,0,3.636,0
"738",3089,"< 12 years",0,0,50.007,0
"739",3091,"< 12 years",0,0,44.235,0
"740",3093,"< 12 years",0,0,29.246,0
"741",3102,"< 12 years",0,0,8.572,0
"742",3103,"12-15 years",0,0,7.51,0
"743",3106,"< 12 years",0,0,52.578,0
"744",3110,"< 12 years",0,0,23.411,0
"745",3112,"12-15 years",0,0,4.706,0
"746",3114,"12-15 years",0,0,16.016,0
"747",3119,"12-15 years",0,0,14.842,0
"748",3123,"16+ years",0,0,18.349,0
"749",3131,"16+ years",0,0,18.349,0
"750",3134,"12-15 years",0,0,30.998,0
"751",3136,"< 12 years",0,0,2.428,0
"752",3144,"12-15 years",0,0,8.085,1
"753",3151,"< 12 years",0,0,5.708,0
"754",3154,"16+ years",0,0,9.752,0
"755",3158,"12-15 years",0,0,19.414,1
"756",3164,"12-15 years",0,0,7.504,0
"757",3165,"12-15 years",0,0,21.741,0
"758",3167,"12-15 years",0,0,45.867,0
"759",3173,"12-15 years",0,0,15.784,0
"760",3180,"12-15 years",0,0,18.664,0
"761",3181,"< 12 years",0,0,1.697,0
"762",3184,"16+ years",0,0,21.903,0
"763",3187,"< 12 years",0,0,20.9175,1
"764",3192,"12-15 years",0,0,14.051,0
"765",3202,"12-15 years",0,0,1.254,1
"766",3206,"< 12 years",1,0,22.376,0
"767",3224,"16+ years",0,0,12.939,0
"768",3227,"< 12 years",0,0,3.001,0
"769",3237,"< 12 years",0,0,14.163,1
"770",3243,"16+ years",0,0,22.919,0
"771",3245,"12-15 years",0,0,14.749,1
"772",3249,"16+ years",0,0,11.047,0
"773",3254,"12-15 years",0,0,2.634,0
"774",3258,"16+ years",0,0,7.466,0
"775",3261,"< 12 years",0,0,6.6815,1
"776",3266,"12-15 years",0,0,24.723,0
"777",3272,"12-15 years",0,0,12.9915,1
"778",3280,"12-15 years",0,0,9.517,0
"779",3289,"12-15 years",0,0,24.723,0
"780",3291,"16+ years",0,0,22.686,0
"781",3296,"< 12 years",0,0,49.999,0
"782",3298,"< 12 years",0,0,50.864,0
"783",3301,"12-15 years",0,0,37.517,0
"784",3304,"12-15 years",0,0,12.183,0
"785",3305,"12-15 years",0,0,3.984,0
"786",3308,"12-15 years",0,0,43.874,0
"787",3311,"< 12 years",0,0,67.255,0
"788",3316,"12-15 years",0,0,15.718,0
"789",3322,"< 12 years",0,0,20.843,0
"790",3329,"12-15 years",0,0,9.873,0
"791",3335,"12-15 years",0,0,33.415,0
"792",3338,"12-15 years",0,0,19.997,0
"793",3342,"< 12 years",0,0,28.999,0
"794",3345,"< 12 years",0,0,41.251,0
"795",3347,"12-15 years",0,0,38.943,0
"796",3363,"< 12 years",0,0,0.079,0
"797",3370,"< 12 years",1,0,31.179,0
"798",3386,"12-15 years",0,0,45.547,0
"799",3387,"12-15 years",0,0,33.5795,1
"800",3391,"12-15 years",0,0,17.016,0
"801",3397,"12-15 years",0,0,8.227,0
"802",3398,"16+ years",0,0,17.016,0
"803",3400,"16+ years",0,0,11.9505,1
"804",3402,"12-15 years",0,0,55.669,0
"805",3430,"< 12 years",0,0,40.452,0
"806",3435,"12-15 years",0,0,12.668,1
"807",3437,"< 12 years",0,0,2.075,0
"808",3441,"12-15 years",0,0,6.9265,1
"809",3447,"12-15 years",0,0,16.293,1
"810",3450,"< 12 years",0,0,33.665,0
"811",3453,"12-15 years",0,0,37.895,0
"812",3455,"16+ years",0,0,18.943,0
"813",3464,"< 12 years",0,0,30.998,0
"814",3467,"< 12 years",0,0,30.998,0
"815",3470,"16+ years",0,0,6.4835,1
"816",3471,"16+ years",0,0,7.244,0
"817",3473,"< 12 years",0,0,31.061,0
"818",3476,"< 12 years",0,0,32.832,0
"819",3480,"12-15 years",0,0,11.168,1
"820",3482,"< 12 years",0,0,5.665,0
"821",3485,"< 12 years",0,0,59.384,0
"822",3487,"12-15 years",0,0,24.726,0
"823",3490,"12-15 years",0,0,24.726,0
"824",3492,"< 12 years",0,0,15.039,1
"825",3493,"12-15 years",0,0,16.7475,1
"826",3495,"12-15 years",0,0,3.4605,1
"827",3508,"12-15 years",0,0,2.505,0
"828",3509,"16+ years",0,0,24.876,0
"829",3511,"12-15 years",1,0,5.796,0
"830",3517,"12-15 years",0,0,6.672,0
"831",3522,"16+ years",0,0,7.647,0
"832",3525,"16+ years",1,0,28.999,0
"833",3527,"12-15 years",0,0,40.868,0
"834",3530,"12-15 years",0,0,39.918,0
"835",3536,"16+ years",0,0,18.902,0
"836",3540,"12-15 years",0,0,7.915,1
"837",3548,"< 12 years",0,0,7.452,0
"838",3551,"16+ years",0,0,28.78,0
"839",3556,"16+ years",0,0,3.581,1
"840",3558,"16+ years",0,0,9.029,0
"841",3562,"16+ years",0,0,20.022,0
"842",3567,"16+ years",0,0,12.142,0
"843",3570,"16+ years",0,0,29.914,0
"844",3573,"< 12 years",0,0,48.862,0
"845",3577,"12-15 years",0,0,22.376,0
"846",3580,"< 12 years",0,0,44.824,0
"847",3583,"< 12 years",0,0,46.086,0
"848",3586,"< 12 years",0,0,37.752,0
"849",3589,"16+ years",0,0,15.765,0
"850",3592,"< 12 years",0,0,8.835,1
"851",3594,"16+ years",0,0,34.3685,1
"852",3597,"< 12 years",0,0,5.9605,1
"853",3602,"16+ years",0,0,23.496,0
"854",3604,"< 12 years",1,0,48.32,0
"855",3609,"16+ years",0,0,19.833,0
"856",3616,"12-15 years",0,0,3.833,1
"857",3621,"12-15 years",0,0,3.732,0
"858",3623,"< 12 years",0,0,15.012,0
"859",3624,"< 12 years",0,0,13.834,1
"860",3627,"< 12 years",1,0,44.339,0
"861",3638,"12-15 years",0,0,7.3755,1
"862",3646,"< 12 years",0,0,73.068,0
"863",3648,"< 12 years",1,0,28.1245,1
"864",3650,"< 12 years",0,0,28.0875,1
"865",3653,"< 12 years",0,0,41.689,0
"866",3655,"< 12 years",0,0,2.001,0
"867",3658,"< 12 years",0,0,2.001,0
"868",3662,"< 12 years",0,0,6.267,0
"869",3668,"< 12 years",0,0,5.1965,1
"870",3683,"12-15 years",0,0,19.997,0
"871",3685,"16+ years",0,0,42.461,0
"872",3688,"12-15 years",0,0,46.04,0
"873",3694,"< 12 years",0,0,2.04,0
"874",3700,"12-15 years",0,0,14.3735,1
"875",3703,"< 12 years",0,0,51.852,0
"876",3714,"12-15 years",0,0,8.652,1
"877",3716,"< 12 years",0,0,30.7255,1
"878",3719,"12-15 years",0,0,35.619,0
"879",3725,"12-15 years",0,0,23.754,0
"880",3728,"16+ years",0,0,28,0
"881",3730,"12-15 years",0,0,1.9135,1
"882",3734,"< 12 years",0,0,1.4345,1
"883",3736,"< 12 years",0,0,46.004,0
"884",3741,"12-15 years",0,0,10.579,1
"885",3744,"< 12 years",0,0,9.1635,1
"886",3747,"< 12 years",0,0,47.833,0
"887",3751,"< 12 years",0,0,12,0
"888",3754,"12-15 years",0,0,9.665,1
"889",3757,"< 12 years",0,0,38.103,0
"890",3760,"< 12 years",0,0,12,0
"891",3763,"12-15 years",0,0,37.418,0
"892",3767,"16+ years",0,0,23.951,0
"893",3768,"16+ years",0,0,23.951,0
"894",3771,"< 12 years",0,0,36,0
"895",3774,"12-15 years",0,0,44.999,0
"896",3776,"12-15 years",0,0,33.793,0
"897",3778,"12-15 years",0,0,1.722,1
"898",3784,"< 12 years",0,0,2.9075,1
"899",3790,"< 12 years",0,0,15.001,0
"900",3792,"12-15 years",0,0,4.082,1
"901",3794,"12-15 years",0,0,50.379,1
"902",3796,"< 12 years",0,0,20.7475,1
"903",3798,"12-15 years",0,0,25.405,0
"904",3802,"< 12 years",0,0,1.7465,1
"905",3803,"12-15 years",0,0,25.405,0
"906",3805,"12-15 years",0,0,47.08,0
"907",3808,"12-15 years",0,0,45.626,0
"908",3816,"< 12 years",0,0,8.14,0
"909",3827,"12-15 years",0,0,9.818,0
"910",3831,"16+ years",0,0,23.655,1
"911",3834,"12-15 years",0,0,4.208,1
"912",3836,"< 12 years",0,0,13.8345,1
"913",3844,"12-15 years",0,0,4.586,1
"914",3850,"< 12 years",0,0,6.675,1
"915",3853,"12-15 years",1,0,40.95,0
"916",3857,"12-15 years",1,0,1.492,0
"917",3870,"< 12 years",1,0,17.999,0
"918",3872,"< 12 years",1,0,14.998,0
"919",3877,"12-15 years",1,0,5.799,0
"920",3893,"< 12 years",0,0,11.5425,1
"921",3895,"< 12 years",0,0,32.747,0
"922",3898,"< 12 years",0,0,51.291,0
"923",3905,"< 12 years",0,0,10.305,1
"924",3910,"< 12 years",1,0,6.136,0
"925",3913,"12-15 years",1,0,5.577,0
"926",3915,"12-15 years",0,0,19.9125,1
"927",3918,"16+ years",0,0,41.503,0
"928",3923,"16+ years",0,0,7.069,0
"929",3924,"16+ years",0,0,7.069,0
"930",3926,"< 12 years",0,0,31.666,1
"931",3927,"12-15 years",0,0,7.767,0
"932",3930,"< 12 years",0,0,44.873,0
"933",3932,"16+ years",0,0,1.498,1
"934",3941,"12-15 years",0,0,26.527,0
"935",3948,"16+ years",0,0,21.919,1
"936",3965,"12-15 years",0,0,1.843,0
"937",3979,"12-15 years",0,1,0.75,1
"938",3981,"16+ years",0,0,47.543,0
"939",3986,"< 12 years",0,0,16.999,0
"940",3988,"12-15 years",0,0,47.943,0
"941",3990,"12-15 years",0,0,14.998,0
"942",3994,"12-15 years",0,0,4.145,1
"943",3995,"12-15 years",0,0,10.793,0
"944",3998,"12-15 years",0,0,26.497,0
"945",3999,"12-15 years",0,0,13.744,0
"946",4001,"< 12 years",0,0,43.001,0
"947",4004,"< 12 years",0,0,43.001,0
"948",4006,"12-15 years",0,0,49.248,0
"949",4012,"12-15 years",0,0,3.255,0
"950",4015,"12-15 years",0,0,24.999,0
"951",4017,"< 12 years",0,0,43.997,0
"952",4021,"12-15 years",0,0,8.041,1
"953",4028,"12-15 years",0,0,11.926,0
"954",4030,"16+ years",0,0,17.591,0
"955",4037,"12-15 years",0,0,18.42,1
"956",4042,"12-15 years",0,0,12.085,1
"957",4045,"12-15 years",0,0,9.7745,1
"958",4053,"< 12 years",0,0,16.252,0
"959",4055,"12-15 years",0,0,31.34,0
"960",4058,"12-15 years",0,0,31.34,0
"961",4060,"< 12 years",0,0,44.027,0
"962",4063,"12-15 years",0,0,43.581,0
"963",4064,"12-15 years",0,0,7.83,0
"964",4072,"12-15 years",0,0,10.872,1
"965",4074,"12-15 years",0,0,10.0725,1
"966",4076,"12-15 years",0,0,26.42,0
"967",4086,"16+ years",0,0,44.435,0
"968",4097,"12-15 years",1,0,21.038,0
"969",4102,"16+ years",0,0,14.935,0
"970",4107,"12-15 years",0,0,6.001,0
"971",4109,"12-15 years",0,0,29.982,0
"972",4111,"16+ years",0,0,34.79,0
"973",4114,"16+ years",0,0,34.79,0
"974",4119,"< 12 years",0,0,5.032,0
"975",4122,"< 12 years",0,0,46.762,0
"976",4124,"12-15 years",0,0,1.624,0
"977",4126,"16+ years",0,0,26.42,0
"978",4129,"16+ years",0,0,32.545,0
"979",4130,"16+ years",0,0,19.926,0
"980",4132,"16+ years",0,0,53.749,0
"981",4136,"12-15 years",0,0,2.998,1
"982",4138,"16+ years",0,0,18.157,0
"983",4141,"< 12 years",0,0,53.391,0
"984",4143,"12-15 years",0,0,26.667,0
"985",4145,"12-15 years",0,0,20,1
"986",4147,"< 12 years",0,0,54.226,0
"987",4149,"< 12 years",0,0,19.94,0
"988",4152,"16+ years",0,0,4.58,1
"989",4156,"12-15 years",0,0,15.162,0
"990",4162,"12-15 years",0,0,27.997,0
"991",4165,"< 12 years",0,0,18.338,1
"992",4171,"12-15 years",0,0,20.611,0
"993",4175,"16+ years",0,0,10.752,0
"994",4187,"16+ years",0,0,39.422,0
"995",4191,"16+ years",0,0,12.649,0
"996",4199,"12-15 years",0,0,5.569,0
"997",4207,"12-15 years",0,0,5.498,1
"998",4209,"16+ years",0,0,46.653,0
"999",4211,"< 12 years",0,0,48.895,0
"1000",4216,"12-15 years",0,0,6.278,0
"1001",4219,"12-15 years",0,0,6.278,0
"1002",4222,"< 12 years",0,0,6.114,0
"1003",4225,"12-15 years",0,0,62.752,0
"1004",4227,"12-15 years",0,0,32.422,0
"1005",4229,"12-15 years",0,0,48.463,0
"1006",4232,"< 12 years",0,0,32.167,0
"1007",4235,"< 12 years",1,1,22.497,1
"1008",4265,"12-15 years",0,0,13.996,0
"1009",4268,"12-15 years",1,0,7.001,0
"1010",4270,"12-15 years",0,0,35.253,0
"1011",4274,"< 12 years",1,0,6.653,0
"1012",4276,"< 12 years",1,0,6.653,0
"1013",4278,"< 12 years",0,0,12,0
"1014",4280,"< 12 years",0,1,16.7285,1
"1015",4293,"12-15 years",0,0,9.829,0
"1016",4295,"< 12 years",0,0,43.001,0
"1017",4298,"< 12 years",0,0,43.001,0
"1018",4302,"< 12 years",0,0,54.067,0
"1019",4305,"< 12 years",0,0,54.831,0
"1020",4307,"< 12 years",0,0,42.004,0
"1021",4316,"16+ years",0,0,9.372,0
"1022",4318,"< 12 years",0,0,32.003,0
"1023",4320,"< 12 years",0,0,38.001,0
"1024",4321,"12-15 years",0,0,5.038,0
"1025",4323,"16+ years",0,0,3.525,1
"1026",4325,"12-15 years",0,0,20.463,1
"1027",4328,"12-15 years",0,0,25.892,0
"1028",4335,"12-15 years",0,0,49.629,0
"1029",4338,"< 12 years",0,0,42.604,0
"1030",4340,"12-15 years",0,0,33.309,0
"1031",4341,"12-15 years",0,0,9.796,0
"1032",4342,"12-15 years",0,0,21.131,0
"1033",4348,"< 12 years",0,0,19.499,1
"1034",4350,"16+ years",0,0,22.001,0
"1035",4353,"< 12 years",0,0,4.003,0
"1036",4355,"< 12 years",0,0,1.166,1
"1037",4356,"12-15 years",0,0,36.082,0
"1038",4358,"16+ years",0,0,8.753,0
"1039",4360,"12-15 years",0,0,6.634,1
"1040",4365,"12-15 years",0,0,13.2485,1
"1041",4367,"16+ years",0,0,31.748,0
"1042",4368,"12-15 years",0,0,3.551,0
"1043",4371,"12-15 years",0,0,34.352,0
"1044",4373,"12-15 years",0,0,52.498,0
"1045",4377,"12-15 years",0,0,7.518,0
"1046",4380,"12-15 years",0,0,36,0
"1047",4387,"16+ years",0,0,7.001,0
"1048",4390,"16+ years",0,0,7.001,0
"1049",4392,"12-15 years",0,0,39.329,0
"1050",4394,"16+ years",0,0,1.823,0
"1051",4397,"12-15 years",0,0,30.415,0
"1052",4401,"< 12 years",0,0,4.594,0
"1053",4404,"12-15 years",0,0,4.594,0
"1054",4410,"12-15 years",0,0,22.305,0
"1055",4415,"16+ years",0,0,20.334,1
"1056",4419,"12-15 years",0,0,20.334,1
"1057",4422,"12-15 years",0,0,37.793,0
"1058",4429,"< 12 years",0,0,25.8315,1
"1059",4432,"12-15 years",0,0,22.5,1
"1060",4435,"16+ years",0,0,42.623,0
"1061",4439,"16+ years",0,0,32.813,0
"1062",4442,"16+ years",0,0,8.819,0
"1063",4444,"16+ years",0,0,46.456,0
"1064",4451,"16+ years",0,0,2.267,0
"1065",4461,"16+ years",0,0,1.336,1
"1066",4463,"12-15 years",1,0,62.338,0
"1067",4469,"< 12 years",1,0,36.75,0
"1068",4472,"< 12 years",1,0,36.75,0
"1069",4474,"< 12 years",0,0,19.9535,1
"1070",4476,"12-15 years",0,0,24.431,1
"1071",4479,"< 12 years",0,0,51.874,0
"1072",4481,"12-15 years",0,0,10.919,0
"1073",4483,"16+ years",0,0,34.338,0
"1074",4484,"12-15 years",0,0,20.999,1
"1075",4492,"12-15 years",0,0,9.914,1
"1076",4493,"< 12 years",0,0,15.302,0
"1077",4502,"12-15 years",0,0,62.084,0
"1078",4504,"12-15 years",0,0,9.084,1
"1079",4507,"12-15 years",0,0,24.58,0
"1080",4511,"< 12 years",0,0,11.324,0
"1081",4516,"12-15 years",0,0,6.497,1
"1082",4518,"12-15 years",0,0,6.497,1
"1083",4520,"< 12 years",0,0,32.337,0
"1084",4524,"12-15 years",0,0,25.47,0
"1085",4526,"12-15 years",0,0,29.771,0
"1086",4531,"12-15 years",0,0,17.292,0
"1087",4538,"12-15 years",0,0,20.03,1
"1088",4541,"12-15 years",0,0,2.861,0
"1089",4545,"< 12 years",0,0,5.5165,1
"1090",4553,"< 12 years",0,0,4.6135,1
"1091",4554,"12-15 years",0,0,10.166,1
"1092",4582,"12-15 years",0,0,12.753,0
"1093",4584,"< 12 years",0,0,47.009,0
"1094",4595,"< 12 years",0,0,18.864,0
"1095",4598,"< 12 years",0,0,38.732,0
"1096",4604,"12-15 years",0,0,56.041,0
"1097",4606,"< 12 years",0,0,41.388,0
"1098",4608,"12-15 years",0,0,23.732,1
"1099",4611,"12-15 years",0,0,8.9145,1
"1100",4618,"16+ years",0,0,21.339,0
"1101",4621,"< 12 years",0,0,27.817,0
"1102",4622,"12-15 years",0,0,7.0825,1
"1103",4624,"< 12 years",0,0,24.016,0
"1104",4626,"12-15 years",0,0,41.128,0
"1105",4629,"12-15 years",0,0,24.999,0
"1106",4631,"12-15 years",0,0,17.6005,1
"1107",4653,"12-15 years",0,1,6.3325,1
"1108",4655,"< 12 years",0,0,35.803,0
"1109",4661,"< 12 years",0,0,1.9165,1
"1110",4662,"12-15 years",0,0,9.374,0
"1111",4670,"12-15 years",0,0,53.155,0
"1112",4676,"12-15 years",0,0,15.058,0
"1113",4678,"12-15 years",0,0,15.058,0
"1114",4691,"12-15 years",0,0,6.987,0
"1115",4699,"12-15 years",0,0,4.016,0
"1116",4701,"16+ years",0,0,41.12,0
"1117",4704,"< 12 years",0,0,49.999,0
"1118",4706,"< 12 years",0,0,38.571,0
"1119",4707,"16+ years",0,0,22.401,0
"1120",4709,"< 12 years",1,1,15.0005,1
"1121",4711,"16+ years",0,0,2.505,1
"1122",4719,"16+ years",0,0,28.074,0
"1123",4735,"12-15 years",0,0,3.017,0
"1124",4738,"12-15 years",0,0,45.733,0
"1125",4740,"< 12 years",0,0,33.013,0
"1126",4742,"12-15 years",0,0,23.578,0
"1127",4743,"12-15 years",0,0,23.578,0
"1128",4745,"< 12 years",0,0,21.6785,1
"1129",4749,"12-15 years",0,0,13.969,0
"1130",4753,"< 12 years",0,0,10.486,1
"1131",4759,"< 12 years",0,0,5.667,1
"1132",4762,"< 12 years",0,0,9.9135,1
"1133",4766,"16+ years",0,0,5.2485,1
"1134",4779,"12-15 years",0,0,4.835,0
"1135",4783,"< 12 years",0,0,5.684,0
"1136",4785,"< 12 years",0,0,62.33,0
"1137",4788,"12-15 years",0,0,43.882,0
"1138",4792,"16+ years",0,0,4.082,1
"1139",4795,"< 12 years",0,0,50.502,0
"1140",4797,"< 12 years",1,0,50.163,0
"1141",4807,"16+ years",0,0,16.082,1
"1142",4812,"16+ years",0,0,9.555,0
"1143",4818,"16+ years",0,0,9.555,0
"1144",4819,"12-15 years",0,0,4.704,1
"1145",4822,"12-15 years",0,0,43.313,0
"1146",4826,"12-15 years",0,0,25.722,0
"1147",4830,"< 12 years",0,0,53.985,0
"1148",4837,"12-15 years",0,0,4.668,1
"1149",4838,"12-15 years",0,0,1.777,0
"1150",4839,"12-15 years",0,0,1.511,1
"1151",4847,"12-15 years",0,0,9.0105,1
"1152",4851,"12-15 years",0,0,14.097,0
"1153",4858,"< 12 years",0,0,19.8575,1
"1154",4863,"12-15 years",0,0,7.997,0
"1155",4865,"12-15 years",0,0,27.409,0
"1156",4869,"12-15 years",0,0,39.362,0
"1157",4873,"16+ years",0,0,16.78,0
"1158",4879,"12-15 years",0,0,12.597,0
"1159",4880,"12-15 years",1,0,9.591,0
"1160",4883,"12-15 years",0,0,25.013,0
"1161",4888,"< 12 years",1,0,34.1,0
"1162",4897,"< 12 years",1,0,3.2085,1
"1163",4905,"12-15 years",1,0,4.022,1
"1164",4907,"12-15 years",0,0,10.001,0
"1165",4910,"< 12 years",0,0,64.255,0
"1166",4911,"12-15 years",0,0,23.619,0
"1167",4915,"< 12 years",0,0,14.746,0
"1168",4916,"12-15 years",0,0,14.746,0
"1169",4918,"12-15 years",1,0,20.5205,1
"1170",4922,"12-15 years",1,0,0.734,0
"1171",4927,"12-15 years",1,0,1.169,0
"1172",4934,"12-15 years",1,0,3.173,0
"1173",4937,"12-15 years",0,0,42.251,0
"1174",4944,"12-15 years",0,0,19.576,0
"1175",4946,"< 12 years",0,0,28.999,0
"1176",4948,"< 12 years",0,0,27.477,0
"1177",4952,"12-15 years",0,0,18.163,0
"1178",4956,"12-15 years",0,0,11.455,0
"1179",4959,"12-15 years",0,0,15.2885,1
"1180",4962,"12-15 years",0,0,31.91,0
"1181",4967,"12-15 years",0,0,1.4155,1
"1182",4969,"< 12 years",1,0,61.498,0
"1183",4972,"< 12 years",1,0,61.498,0
"1184",4973,"12-15 years",1,0,7.6575,1
"1185",4974,"< 12 years",1,0,25.309,0
"1186",4995,"12-15 years",0,0,31.775,0
"1187",5001,"12-15 years",0,0,7.4115,1
"1188",5004,"12-15 years",0,0,19.173,0
"1189",5008,"< 12 years",0,0,4.134,1
"1190",5015,"12-15 years",0,0,3.253,0
"1191",5018,"12-15 years",1,0,24.917,0
"1192",5020,"12-15 years",0,0,0.641,0
"1193",5024,"12-15 years",0,0,8.0435,1
"1194",5028,"16+ years",0,0,13.437,0
"1195",5030,"16+ years",0,0,13.437,0
"1196",5032,"12-15 years",0,0,13.699,1
"1197",5038,"16+ years",0,0,20.654,0
"1198",5043,"12-15 years",0,0,19.441,0
"1199",5046,"< 12 years",0,0,25.999,0
"1200",5050,"< 12 years",0,0,9.465,1
"1201",5051,"12-15 years",0,0,8.468,0
"1202",5053,"12-15 years",0,0,27.335,0
"1203",5056,"12-15 years",0,0,40.805,0
"1204",5062,"12-15 years",0,0,4.337,1
"1205",5064,"12-15 years",0,0,21.665,1
"1206",5066,"< 12 years",0,0,36.945,0
"1207",5069,"12-15 years",0,0,36.945,0
"1208",5071,"< 12 years",0,0,2.075,0
"1209",5072,"12-15 years",0,0,18.795,0
"1210",5081,"12-15 years",0,0,7.2495,1
"1211",5087,"12-15 years",0,0,32.172,0
"1212",5090,"12-15 years",0,0,24.726,0
"1213",5095,"16+ years",0,0,13.974,1
"1214",5098,"12-15 years",0,0,38.916,0
"1215",5104,"16+ years",0,0,15.934,0
"1216",5107,"16+ years",0,0,15.934,0
"1217",5109,"< 12 years",0,0,11.165,0
"1218",5112,"12-15 years",0,0,52,0
"1219",5114,"12-15 years",0,0,54.595,0
"1220",5123,"12-15 years",0,0,2.166,1
