X,time,strike,married,children,position,satisfaction,wage
885,0,1,1,1,1,13,321
886,0,1,1,1,0,2,363
887,0,1,1,1,0,27,335
888,0,1,1,1,0,27,285
889,0,1,1,1,0,9,331
890,0,1,1,1,1,5,680
891,0,1,1,1,0,20,395
892,0,1,1,1,0,29,554
893,0,1,1,1,0,33,367
894,0,1,1,1,1,18,456
895,0,1,1,1,0,16,466
896,0,1,1,1,0,38,338
897,0,1,1,1,0,16,467
898,0,1,1,1,0,18,588
899,0,1,1,1,0,26,500
900,0,1,1,1,0,34,390
901,0,1,1,1,0,17,327
902,0,1,1,1,0,33,430
903,0,1,1,1,0,24,361
904,0,1,1,1,0,27,585
905,0,1,1,1,0,4,388
906,0,1,1,1,0,16,449
907,0,1,1,1,0,30,493
908,0,1,1,1,0,32,750
909,0,1,1,1,0,14,578
910,0,1,1,1,0,39,186
911,0,1,1,1,0,26,395
912,0,1,1,1,0,23,646
913,0,1,1,1,0,38,148
914,0,1,1,1,0,25,497
915,0,1,1,1,0,7,425
916,0,1,1,1,0,21,292
917,0,1,1,1,0,11,561
918,0,1,1,1,0,3,428
919,0,1,1,1,0,22,607
920,0,1,1,1,0,33,490
921,0,1,1,1,0,5,513
922,0,1,1,1,1,9,545
923,0,1,1,1,1,21,402
924,0,1,1,1,0,7,419
925,0,1,1,1,0,17,474
926,0,1,1,1,0,22,528
927,0,1,1,1,0,18,478
928,0,1,1,1,1,3,388
929,0,1,1,1,0,1,483
930,0,1,1,1,0,15,244
931,0,1,1,1,0,32,657
932,0,1,1,1,0,20,636
933,0,1,1,1,0,8,552
934,0,1,1,1,0,4,278
935,0,1,1,1,0,19,429
936,0,1,1,1,0,16,342
937,0,1,1,1,0,34,306
938,0,1,1,1,0,36,369
939,0,1,1,1,0,30,543
940,0,1,1,1,0,36,388
941,0,1,1,1,0,17,424
942,0,1,1,1,1,21,536
943,0,1,1,1,0,11,219
944,0,1,1,1,0,15,332
945,0,1,1,1,0,18,253
946,0,1,1,1,0,34,168
947,0,1,1,1,0,23,351
948,0,1,1,1,0,17,469
949,0,1,1,1,0,4,336
950,0,1,1,1,0,4,431
951,0,1,1,1,0,29,627
952,0,1,1,1,1,17,209
953,0,1,1,1,0,18,556
954,0,1,1,1,0,20,443
955,0,1,1,1,0,15,310
956,0,1,1,1,0,24,594
957,0,1,1,1,0,32,574
958,0,1,1,1,1,22,479
959,0,1,1,1,1,19,519
960,0,1,1,1,0,22,564
961,0,1,1,1,0,30,671
962,0,1,1,1,0,11,434
963,0,1,1,1,0,2,356
964,0,1,1,1,0,10,551
965,0,1,1,1,0,11,370
966,0,1,1,1,0,19,719
967,0,1,1,1,1,6,561
968,0,1,1,1,0,22,389
969,0,1,1,1,0,14,545
970,0,1,1,1,0,30,426
971,0,1,1,1,0,21,382
972,0,1,1,1,1,21,438
973,0,1,1,1,0,26,500
974,0,1,1,1,0,31,372
975,0,1,1,1,0,31,553
976,0,1,1,1,0,38,312
977,0,1,1,1,0,21,474
978,0,1,1,1,0,7,476
979,0,1,1,1,1,38,580
980,0,1,1,1,0,34,194
981,0,1,1,1,0,28,335
982,0,1,1,1,0,17,537
983,0,1,1,1,0,28,431
984,0,1,1,1,0,25,498
985,0,1,1,1,0,1,421
986,0,1,1,1,0,24,500
987,0,1,1,1,0,25,525
988,0,1,1,1,0,29,579
989,0,1,1,1,1,8,532
990,0,1,1,1,0,5,485
991,0,1,1,1,0,27,528
992,0,1,1,1,0,11,503
993,0,1,1,1,1,18,701
994,0,1,1,1,0,25,162
995,0,1,1,1,1,38,417
996,0,1,1,1,0,23,524
997,0,1,1,1,0,24,204
998,0,1,1,1,0,23,582
999,0,1,1,1,0,16,329
1000,0,1,1,1,0,27,396
1001,0,1,1,1,0,9,435
1002,0,1,1,1,0,17,459
1003,0,1,1,1,0,18,296
1004,0,1,1,1,0,12,569
1005,0,1,1,1,0,35,430
1006,0,1,1,1,0,11,326
1007,0,1,1,1,0,17,616
1008,0,1,1,1,0,13,482
1009,0,1,1,1,0,19,336
1010,0,1,1,1,0,19,422
1011,0,1,1,1,0,27,442
1012,0,1,1,1,0,17,252
1013,0,1,1,1,0,11,542
1014,0,1,1,1,0,20,528
1015,0,1,1,1,0,6,257
1016,0,1,1,1,1,14,305
1017,0,1,1,1,0,24,373
1018,0,1,1,1,0,17,367
1019,0,1,1,1,0,22,557
1020,0,1,1,1,1,13,441
1021,0,1,1,1,0,20,470
1022,0,1,1,1,0,7,507
1023,0,1,1,1,0,8,420
1024,0,1,1,1,0,38,303
1025,0,1,1,1,0,2,653
1026,0,1,1,1,0,9,606
1027,0,1,1,1,0,9,463
1028,0,1,1,1,0,26,486
1029,0,1,1,1,0,36,462
1030,0,1,1,1,0,39,514
1031,0,1,1,1,0,19,442
1032,0,1,1,1,1,16,509
1033,0,1,1,1,0,17,562
1034,0,1,1,1,0,27,403
1035,0,1,1,1,0,17,513
1036,0,1,1,1,1,9,468
1037,0,1,1,1,0,32,289
1038,0,1,1,1,0,17,628
1039,0,1,1,1,0,23,485
1040,0,1,1,1,0,8,403
1041,0,1,1,1,0,7,459
1042,0,1,1,1,1,17,319
1043,0,1,1,1,0,5,527
1044,0,1,1,1,0,13,141
1045,0,1,1,1,0,24,211
1046,0,1,1,1,0,15,353
1047,0,1,1,1,0,34,527
1048,0,1,1,1,0,15,495
1049,0,1,1,1,1,17,466
1050,0,1,1,1,0,27,434
1051,0,1,1,1,0,9,311
1052,0,1,1,1,0,35,309
1053,0,1,1,1,0,30,281
1054,0,1,1,1,1,40,320
1055,0,1,1,1,0,18,288
1056,0,1,1,1,0,17,552
1057,0,1,1,1,1,13,624
1058,0,1,1,1,0,19,385
1059,0,1,1,1,1,19,454
1060,0,1,1,1,0,24,360
1061,0,1,1,1,0,15,407
1062,0,1,1,1,0,18,439
1063,0,1,1,1,0,36,223
1064,0,1,1,1,0,32,460
1065,0,1,1,1,1,21,377
1066,0,1,1,1,0,28,283
1067,0,1,1,1,0,6,537
1068,0,1,1,1,0,29,592
1069,0,1,1,1,0,38,459
1070,0,1,1,1,0,33,419
1071,0,1,1,1,0,16,629
1072,0,1,1,1,0,16,591
1073,0,1,1,1,0,39,437
1074,0,1,1,1,0,24,359
1075,0,1,1,1,0,18,211
1076,0,1,1,1,0,15,357
1077,0,1,1,1,0,8,590
1078,0,1,1,1,0,37,642
1079,0,1,1,1,1,19,447
1080,0,1,1,1,0,23,295
1081,0,1,1,1,0,14,375
1082,0,1,1,1,0,12,375
1083,0,1,1,1,0,9,470
1084,0,1,1,1,0,5,341
1085,0,1,1,1,0,10,513
1086,0,1,1,1,0,36,531
1087,0,1,1,1,0,16,213
1088,0,1,1,1,0,2,373
1089,0,1,1,1,1,30,413
1090,0,1,1,1,0,24,430
1091,0,1,1,1,0,13,354
1092,0,1,1,1,0,15,403
1093,0,1,1,1,0,22,409
1094,0,1,1,1,0,18,273
1095,0,1,1,1,0,23,638
1096,0,1,1,1,0,40,466
1097,0,1,1,1,1,18,374
1098,0,1,1,1,0,35,248
1099,0,1,1,1,0,6,359
1100,0,1,1,1,0,17,381
1101,0,1,1,1,0,31,235
1102,0,1,1,1,0,35,275
1103,0,1,1,1,0,33,469
1104,0,1,1,1,1,26,234
1105,0,1,1,1,0,8,385
1106,0,1,1,1,0,5,288
1107,0,1,1,1,1,11,501
1108,0,1,1,1,0,34,326
1109,0,1,1,1,0,9,575
1110,0,1,1,1,0,13,361
1111,0,1,1,1,0,38,371
1112,0,1,1,1,0,23,318
1113,0,1,1,1,0,14,503
1114,0,1,1,1,0,28,220
1115,0,1,1,1,0,6,316
1116,0,1,1,1,1,20,575
1117,0,1,1,1,0,8,487
1118,0,1,1,1,0,12,382
1119,0,1,1,1,0,8,441
1120,0,1,1,1,0,38,444
1121,0,1,1,1,0,34,283
1122,0,1,1,1,0,21,530
1123,0,1,1,1,0,23,436
1124,0,1,1,1,0,1,614
1125,0,1,1,1,0,8,267
1126,0,1,1,1,0,18,593
1127,0,1,1,1,0,11,590
1128,0,1,1,1,0,5,409
1129,0,1,1,1,0,39,327
1130,0,1,1,1,1,1,474
1131,0,1,1,1,0,19,454
1132,0,1,1,1,0,40,470
1133,0,1,1,1,0,17,494
1134,0,1,1,1,0,23,201
1135,0,1,1,1,1,34,593
1136,0,1,1,1,0,38,630
1137,0,1,1,1,0,35,524
1138,0,1,1,1,0,24,308
1139,0,1,1,1,0,7,325
1140,0,1,1,1,0,17,369
1141,0,1,1,1,0,23,507
1142,0,1,1,1,0,10,613
1143,0,1,1,1,0,12,496
1144,0,1,1,1,0,39,305
1145,0,1,1,1,0,18,448
1146,0,1,1,1,0,14,748
1147,0,1,1,1,0,4,263
1148,0,1,1,1,0,19,387
1149,0,1,1,1,0,16,435
1150,0,1,1,1,1,25,728
1151,0,1,1,1,0,28,448
1152,0,1,1,1,0,13,547
1153,0,1,1,1,0,27,438
1154,0,1,1,1,0,1,443
1155,0,1,1,1,1,16,408
1156,0,1,1,1,0,20,205
1157,0,1,1,1,0,16,666
1158,0,1,1,1,0,36,377
1159,0,1,1,1,1,19,427
1160,0,1,1,1,0,25,602
1161,0,1,1,1,0,16,515
1162,0,1,1,1,0,36,538
1163,0,1,1,1,0,29,426
1164,0,1,1,1,0,34,532
1165,0,1,1,1,0,12,405
1166,0,1,1,1,1,11,375
1167,0,1,1,1,0,13,463
1168,0,1,1,1,1,24,389
1169,0,1,1,1,0,25,408
1170,0,1,1,1,0,18,437
1171,0,1,1,1,0,37,438
1172,0,1,1,1,0,22,400
1173,0,1,1,1,0,38,503
1174,0,1,1,1,0,4,390
1175,0,1,1,1,0,22,526
1176,0,1,1,1,0,20,357
1177,0,1,1,1,0,11,407
1178,0,1,1,1,0,39,109
1179,0,1,1,1,0,30,273
1180,0,1,1,1,0,2,536
1181,0,1,1,1,0,27,398
1182,0,1,1,1,0,12,301
1183,0,1,1,1,1,38,401
1184,0,1,1,1,1,8,242
1185,0,1,1,1,0,5,546
1186,0,1,1,1,0,29,486
1187,0,1,1,1,1,27,313
1188,0,1,1,1,0,27,755
1189,0,1,1,1,0,24,407
1190,0,1,1,1,1,22,594
1191,0,1,1,1,0,30,375
1192,0,1,1,1,0,21,279
1193,0,1,1,1,0,39,285
1194,0,1,1,1,0,35,367
1195,0,1,1,1,0,7,138
1196,0,1,1,1,0,33,264
1197,0,1,1,1,0,21,466
1198,0,1,1,1,0,22,473
1199,0,1,1,1,0,23,374
1200,0,1,1,1,0,10,504
1201,0,1,1,1,0,25,360
1202,0,1,1,1,0,5,440
1203,0,1,1,1,1,11,247
1204,0,1,1,1,0,21,410
1205,0,1,1,1,0,3,231
1206,0,1,1,1,0,3,448
1207,0,1,1,1,0,22,405
1208,0,1,1,1,0,2,497
1209,0,1,1,1,0,29,339
1210,0,1,1,1,1,39,441
1211,0,1,1,1,0,9,260
1212,0,1,1,1,0,11,476
1213,0,1,1,1,0,22,428
1214,0,1,1,1,1,25,406
1215,0,1,1,1,0,8,467
1216,0,1,1,1,0,2,266
1217,0,1,1,1,0,22,329
1218,0,1,1,1,0,21,280
1219,0,1,1,1,0,21,415
1220,0,1,1,1,0,3,623
1221,0,1,1,1,0,31,417
1222,0,1,1,1,0,18,409
1223,0,1,1,1,1,10,269
1224,0,1,1,1,1,24,380
1225,0,1,1,1,1,19,582
1226,0,1,1,1,0,4,332
1227,0,1,1,1,0,8,615
1228,0,1,1,1,0,2,225
1229,0,1,1,1,0,20,346
1230,0,1,1,1,1,18,678
1231,0,1,1,1,0,21,208
1232,0,1,1,1,0,17,404
1233,0,1,1,1,0,7,467
1234,0,1,1,1,0,21,308
1235,0,1,1,1,0,7,415
1236,0,1,1,1,0,4,529
1237,0,1,1,1,1,39,389
1238,0,1,1,1,0,5,335
1239,0,1,1,1,0,33,578
1240,0,1,1,1,0,38,395
1241,0,1,1,1,0,24,314
1242,0,1,1,1,0,37,252
1243,0,1,1,1,0,33,189
1244,0,1,1,1,0,25,476
1245,0,1,1,1,0,22,331
1246,0,1,1,1,0,12,349
1247,0,1,1,1,0,30,265
1248,0,1,1,1,0,18,498
1249,0,1,1,1,0,13,490
1250,0,1,1,1,0,30,501
1251,0,1,1,1,0,21,486
1252,0,1,1,1,1,13,561
1253,0,1,1,1,0,20,526
1254,0,1,1,1,0,6,278
1255,0,1,1,1,0,32,418
1256,0,1,1,1,0,16,223
1257,0,1,1,1,0,9,542
1258,0,1,1,1,0,33,421
1259,0,1,1,1,0,11,404
1260,0,1,1,1,0,17,388
1261,0,1,1,1,0,20,275
1262,0,1,1,1,0,33,437
1263,0,1,1,1,0,9,286
1264,0,1,1,1,0,5,162
1265,0,1,1,1,0,18,445
1266,0,1,1,1,0,24,257
1267,0,1,1,1,0,40,668
1268,0,1,1,1,0,17,316
1269,0,1,1,1,0,13,522
1270,0,1,1,1,0,4,502
1271,0,1,1,1,0,24,480
1272,0,1,1,1,0,22,210
1273,0,1,1,1,0,28,307
1274,0,1,1,1,0,19,453
1275,0,1,1,1,0,34,445
1276,0,1,1,1,0,12,676
1277,0,1,1,1,1,26,433
1278,0,1,1,1,0,37,314
1279,0,1,1,1,0,21,607
1280,0,1,1,1,0,39,465
1281,0,1,1,1,0,32,373
1282,0,1,1,1,1,24,526
1283,0,1,1,1,0,33,356
1284,0,1,1,1,0,33,413
1285,0,1,1,1,0,33,477
1286,0,1,1,1,0,22,548
1287,0,1,1,1,1,19,381
1288,0,1,1,1,0,31,457
1289,0,1,1,1,0,35,557
1290,0,1,1,1,0,40,356
1291,0,1,1,1,0,4,348
1292,0,1,1,1,1,20,412
1293,0,1,1,1,0,30,459
1294,0,1,1,1,0,26,443
1295,0,1,1,1,0,37,430
1296,0,1,1,1,0,21,529
1297,0,1,1,1,0,16,410
1298,0,1,1,1,0,32,453
1299,0,1,1,1,0,10,368
1300,0,1,1,1,1,36,433
1301,0,1,1,1,0,32,640
1302,0,1,1,1,0,33,398
1303,0,1,1,1,0,18,422
1304,0,1,1,1,0,8,498
1305,0,1,1,1,0,21,407
1306,0,1,1,1,0,9,423
1307,0,1,1,1,0,20,284
1308,0,1,1,1,0,13,596
1309,0,1,1,1,0,15,330
1310,0,1,1,1,0,20,332
1311,0,1,1,1,0,9,177
1312,0,1,1,1,0,32,416
1313,0,1,1,1,0,25,354
1314,0,1,1,1,0,5,518
1315,0,1,1,1,1,30,341
1316,0,1,1,1,0,35,463
1317,0,1,1,1,0,11,339
1318,0,1,1,1,0,30,517
1319,0,1,1,1,0,34,440
1320,0,1,1,1,0,38,544
1321,0,1,1,1,0,32,361
1322,0,1,1,1,0,32,317
1323,0,1,1,1,0,4,273
1324,0,1,1,1,0,14,440
1325,0,1,1,1,0,27,474
1326,0,1,1,1,0,29,595
1327,0,1,1,1,0,27,337
1328,0,1,1,1,0,21,256
1329,0,1,1,1,0,23,327
1330,0,1,1,1,0,24,445
1331,0,1,1,1,0,13,632
1332,0,1,1,1,0,21,597
1333,0,1,1,1,0,22,525
1334,0,1,1,1,0,25,362
1335,0,1,1,1,0,10,644
1336,0,1,1,1,0,9,495
1337,0,1,1,1,0,22,462
1338,0,1,1,1,0,14,225
1339,0,1,1,1,0,8,552
1340,0,1,1,1,1,37,451
1341,0,1,1,1,0,8,257
1342,0,1,1,1,0,24,385
1343,0,1,1,1,0,19,500
1344,0,1,1,1,0,29,473
1345,0,1,1,1,0,17,295
1346,0,1,1,1,0,3,434
1347,0,1,1,1,0,27,374
1348,0,1,1,1,0,17,351
1349,0,1,1,1,0,20,251
1350,0,1,1,1,0,20,448
1351,0,1,1,1,1,13,645
1352,0,1,1,1,0,3,275
1353,0,1,1,1,0,10,241
1354,0,1,1,1,0,40,398
1355,0,1,1,1,1,28,404
1356,0,1,1,1,0,3,266
1357,0,1,1,1,0,9,419
1358,0,1,1,1,0,24,501
1359,0,1,1,1,0,22,523
1360,0,1,1,1,0,6,631
1361,0,1,1,1,0,20,375
1362,0,1,1,1,0,18,447
1363,0,1,1,1,1,13,231
1364,0,1,1,1,1,20,594
1365,0,1,1,1,0,8,384
1366,0,1,1,1,0,17,355
1367,0,1,1,1,0,15,453
1368,0,1,1,1,1,33,393
1369,0,1,1,1,0,13,574
1370,0,1,1,1,0,23,474
1371,0,1,1,1,0,14,634
1372,0,1,1,1,0,18,570
1373,0,1,1,1,1,23,342
1374,0,1,1,1,0,9,193
1375,0,1,1,1,1,24,294
1376,0,1,1,1,0,33,542
1377,0,1,1,1,0,35,435
1378,0,1,1,1,0,16,447
1379,0,1,1,1,0,29,614
1380,0,1,1,1,0,2,476
1381,0,1,1,1,0,7,492
1382,0,1,1,1,1,31,194
1383,0,1,1,1,0,18,255
1384,0,1,1,1,0,10,581
1385,0,1,1,1,0,26,411
1386,0,1,1,1,0,20,355
1387,0,1,1,1,0,35,411
1388,0,1,1,1,0,38,452
1389,0,1,1,1,0,23,164
1390,0,1,1,1,0,16,564
1391,0,1,1,1,1,9,397
1392,0,1,1,1,0,35,417
1393,0,1,1,1,0,9,625
1394,0,1,1,1,1,7,536
1395,0,1,1,1,0,36,427
1396,0,1,1,1,0,12,378
1397,0,1,1,1,0,10,327
1398,0,1,1,1,0,29,375
1399,0,1,1,1,0,32,564
1400,0,1,1,1,0,27,486
1401,0,1,1,1,0,21,290
1402,0,1,1,1,0,31,469
1403,0,1,1,1,1,31,467
1404,0,1,1,1,0,30,522
1405,0,1,1,1,1,29,541
1406,0,1,1,1,0,17,488
1407,0,1,1,1,0,35,429
1408,0,1,1,1,0,35,428
1409,0,1,1,1,0,32,262
1410,0,1,1,1,0,35,353
1411,0,1,1,1,0,21,405
1412,0,1,1,1,0,20,269
1413,0,1,1,1,0,38,328
1414,0,1,1,1,0,23,398
1415,0,1,1,1,0,24,634
1416,0,1,1,1,0,37,518
1417,0,1,1,1,0,13,204
1418,0,1,1,1,1,35,429
1419,0,1,1,1,0,15,407
1420,0,1,1,1,0,37,400
1421,0,1,1,1,0,21,618
1422,0,1,1,1,0,31,345
1423,0,1,1,1,0,14,427
1424,0,1,1,1,0,8,219
1425,0,1,1,1,0,30,381
1426,0,1,1,1,0,18,494
1427,0,1,1,1,0,8,442
1428,0,1,1,1,0,18,341
1429,0,1,1,1,0,8,167
1430,0,1,1,1,0,24,375
1431,0,1,1,1,0,28,497
1432,0,1,1,1,0,12,412
1433,0,1,1,1,0,17,499
1434,0,1,1,1,0,16,491
1435,0,1,1,1,0,33,42
1436,0,1,1,1,1,5,297
1437,0,1,1,1,0,11,214
1438,0,1,1,1,0,34,569
1439,0,1,1,1,0,22,269
1440,0,1,1,1,0,36,217
1441,0,1,1,1,0,33,381
1442,0,1,1,1,0,30,505
1443,0,1,1,1,1,7,418
1444,0,1,1,1,0,28,381
1445,0,1,1,1,0,22,666
1446,0,1,1,1,0,18,407
1447,0,1,1,1,0,34,582
1448,0,1,1,1,0,12,350
1449,0,1,1,1,0,40,549
1450,0,1,1,1,0,23,356
1451,0,1,1,1,0,15,332
1452,0,1,1,1,0,26,347
1453,0,1,1,1,1,39,418
1454,0,1,1,1,0,39,573
1455,0,1,1,1,0,35,351
1456,0,1,1,1,0,22,279
1457,0,1,1,1,0,29,577
1458,0,1,1,1,0,38,386
1459,0,1,1,1,0,26,167
1460,0,1,1,1,0,20,396
1461,0,1,1,1,0,22,337
1462,0,1,1,1,0,32,466
1463,0,1,1,1,1,7,394
1464,0,1,1,1,0,25,343
1465,0,1,1,1,0,38,245
1466,0,1,1,1,1,33,606
1467,0,1,1,1,0,26,538
1468,0,1,1,1,0,12,605
1469,0,1,1,1,0,8,389
1470,0,1,1,1,0,4,452
1471,0,1,1,1,0,27,445
1472,0,1,1,1,0,31,312
1473,0,1,1,1,0,24,386
1474,0,1,1,1,0,24,305
1475,0,1,1,1,0,7,544
1476,0,1,1,1,0,36,489
1477,0,1,1,1,0,19,481
1478,0,1,1,1,0,36,287
1479,0,1,1,1,0,14,354
1480,0,1,1,1,0,16,390
1481,0,1,1,1,0,31,408
1482,0,1,1,1,0,36,437
1483,0,1,1,1,1,15,485
1484,0,1,1,1,0,15,362
1485,0,1,1,1,0,8,485
1486,0,1,1,1,0,7,465
1487,0,1,1,1,0,32,197
1488,0,1,1,1,1,33,618
1489,0,1,1,1,0,19,495
1490,0,1,1,1,0,22,289
1491,0,1,1,1,0,19,319
1492,0,1,1,1,0,5,479
1493,0,1,1,1,0,16,329
1494,0,1,1,1,0,34,369
1495,0,1,1,1,1,4,486
1496,0,1,1,1,0,39,495
1497,0,1,1,1,0,34,589
1498,0,1,1,1,0,12,218
1499,0,1,1,1,0,38,427
1500,0,1,1,1,0,13,409
1501,0,1,1,1,1,18,440
1502,0,1,1,1,0,34,286
1503,0,1,1,1,0,22,572
1504,0,1,1,1,0,24,214
1505,0,1,1,1,0,5,501
1506,0,1,1,1,0,15,660
1507,0,1,1,1,0,19,422
1508,0,1,1,1,0,8,636
1509,0,1,1,1,0,6,406
1510,0,1,1,1,1,26,294
1511,0,1,1,1,0,37,376
1512,0,1,1,1,0,18,759
1513,0,1,1,1,0,31,34
1514,0,1,1,1,0,19,672
1515,0,1,1,1,0,3,432
1516,0,1,1,1,0,18,404
1517,0,1,1,1,0,33,304
1518,0,1,1,1,1,25,358
1519,0,1,1,1,0,19,466
1520,0,1,1,1,1,12,365
1521,0,1,1,1,0,18,544
1522,0,1,1,1,0,8,441
1523,0,1,1,1,0,18,359
1524,0,1,1,1,0,24,334
1525,0,1,1,1,0,12,561
1526,0,1,1,1,0,32,503
1527,0,1,1,1,0,1,377
1528,0,1,1,1,0,36,270
1529,0,1,1,1,0,27,511
1530,0,1,1,1,1,14,371
1531,0,1,1,1,0,39,365
1532,0,1,1,1,0,16,409
1533,0,1,1,1,0,7,281
1534,0,1,1,1,0,2,346
1535,0,1,1,1,0,2,565
1536,0,1,1,1,0,20,459
1537,0,1,1,1,0,15,402
1538,0,1,1,1,1,21,294
1539,0,1,1,1,1,26,442
1540,0,1,1,1,0,37,499
1541,37,0,0,0,1,16,522
1542,35,1,0,0,0,5,455
1543,19,1,0,0,1,19,441
1544,31,1,0,0,0,24,678
1545,25,1,0,0,0,23,365
1546,37,0,0,0,0,16,438
1547,22,1,0,0,0,28,401
1548,11,1,0,0,0,13,326
1549,4,1,0,0,0,18,367
1550,36,1,0,0,0,17,539
1551,24,1,0,0,0,26,606
1552,37,0,0,0,0,37,410
1553,11,1,0,0,0,34,599
1554,12,1,0,0,0,28,331
1555,25,1,0,0,0,19,381
1556,7,1,0,0,0,30,283
1557,28,1,0,0,0,18,424
1558,6,1,0,0,0,12,317
1559,35,1,0,0,0,38,488
1560,12,1,0,0,0,11,500
1561,13,1,0,0,0,10,444
1562,26,1,0,0,1,23,614
1563,27,1,0,0,0,11,650
1564,10,1,0,0,0,9,423
1565,31,1,0,0,1,32,584
1566,25,1,0,0,1,37,505
1567,34,1,0,0,0,35,529
1568,16,1,0,0,0,19,455
1569,37,0,0,0,0,40,358
1570,19,1,0,0,0,31,395
1571,3,1,0,0,0,22,422
1572,17,1,0,0,0,40,591
1573,9,1,0,0,0,18,209
1574,14,1,0,0,0,26,565
1575,37,0,0,0,0,36,632
1576,37,0,0,0,1,6,532
1577,37,0,0,0,1,32,294
1578,31,1,0,0,1,37,490
1579,17,1,0,0,0,3,582
1580,37,0,0,0,0,22,373
1581,37,0,0,0,1,18,441
1582,23,1,0,0,0,36,621
1583,9,1,0,0,0,17,360
1584,27,1,0,0,0,22,277
1585,21,1,0,0,0,23,459
1586,37,1,0,0,0,20,561
1587,35,1,0,0,0,16,656
1588,15,1,0,0,0,22,479
1589,34,1,0,0,0,10,534
1590,34,1,0,0,0,8,436
1591,20,1,0,0,1,24,500
1592,25,1,0,0,1,22,402
1593,37,0,0,0,0,31,393
1594,37,0,0,0,0,16,542
1595,23,1,0,0,0,28,426
1596,37,0,0,0,0,6,309
1597,33,1,0,0,0,9,407
1598,16,1,0,0,0,9,217
1599,26,1,0,0,0,14,534
1600,30,1,0,0,0,36,589
1601,32,1,0,0,0,19,335
1602,15,1,0,0,1,7,625
1603,35,1,0,0,0,25,401
1604,16,1,0,0,0,24,420
1605,37,0,0,0,0,35,328
1606,36,1,0,0,0,19,348
1607,24,1,0,0,0,23,529
1608,29,1,0,0,0,37,373
1609,23,1,0,0,1,23,679
1610,14,1,0,0,1,30,489
1611,28,1,0,0,0,21,540
1612,32,1,0,0,0,32,563
1613,12,1,0,0,0,16,440
1614,30,1,0,0,1,14,523
1615,14,1,0,0,0,20,267
1616,35,1,0,0,0,31,458
1617,18,1,0,0,0,22,516
1618,37,0,0,0,0,24,342
1619,37,0,0,0,0,23,575
1620,15,1,0,0,0,25,470
1621,21,1,0,0,0,26,444
1622,14,1,0,0,1,39,61
1623,12,1,0,0,0,21,201
1624,20,1,0,0,0,10,365
1625,18,1,0,0,0,9,437
1626,14,1,0,0,0,16,526
1627,12,1,0,0,0,32,498
1628,26,1,0,0,1,15,599
1629,29,1,0,0,0,33,567
1630,25,1,0,0,0,7,539
1631,7,1,0,0,0,13,282
1632,21,1,0,0,0,4,543
1633,11,1,0,0,0,34,427
1634,26,1,0,0,0,40,522
1635,31,1,0,0,0,21,420
1636,29,1,0,0,0,23,319
1637,35,1,0,0,0,17,196
1638,7,1,0,0,0,10,408
1639,19,1,0,0,0,23,438
1640,37,0,0,0,1,20,387
1641,17,1,0,0,0,31,374
1642,21,1,0,0,0,23,309
1643,18,1,0,0,0,17,661
1644,31,1,0,0,0,35,478
1645,33,1,0,0,0,11,375
1646,8,1,0,0,0,2,384
1647,37,0,0,0,0,25,295
1648,34,1,0,0,1,2,557
1649,19,1,0,0,0,29,527
1650,27,1,0,0,0,21,495
1651,37,0,0,0,0,14,460
1652,24,1,0,0,0,29,422
1653,37,0,0,0,1,23,483
1654,14,1,0,0,0,9,219
1655,7,1,0,0,0,35,381
1656,26,1,0,0,0,18,405
1657,37,0,0,0,0,21,579
1658,16,1,0,0,0,10,723
1659,16,1,0,0,0,10,251
1660,15,1,0,0,0,29,367
1661,37,1,0,0,0,8,504
1662,33,1,0,0,0,17,339
1663,30,1,0,0,1,2,575
1664,37,0,0,0,0,28,195
1665,3,1,0,0,0,16,333
1666,31,1,0,0,1,36,486
1667,23,1,0,0,0,8,493
1668,20,1,0,0,0,28,267
1669,16,1,0,0,1,34,623
1670,34,1,0,0,0,37,539
1671,22,1,0,0,0,17,251
1672,3,1,0,0,0,34,328
1673,3,1,0,0,0,30,407
1674,31,1,0,0,1,33,279
1675,22,1,0,0,0,9,348
1676,35,1,0,0,0,34,469
1677,20,1,0,0,0,39,523
1678,24,1,0,0,1,24,603
1679,30,1,0,0,0,23,479
1680,37,0,0,0,0,18,624
1681,30,1,0,0,1,40,719
1682,29,1,0,0,1,19,605
1683,37,0,0,0,0,35,491
1684,35,1,0,0,0,19,329
1685,37,0,0,0,0,24,419
1686,35,1,0,0,1,20,465
1687,22,1,0,0,0,31,728
1688,23,1,0,0,0,29,480
1689,28,1,0,0,0,16,283
1690,37,0,0,0,1,36,667
1691,19,1,0,0,0,29,336
1692,10,1,0,0,0,3,612
1693,33,1,0,0,0,6,341
1694,29,1,0,0,0,20,343
1695,37,0,0,0,0,23,314
1696,14,1,0,0,0,29,525
1697,32,1,0,0,1,12,525
1698,18,1,0,0,1,23,482
1699,12,1,0,0,0,11,313
1700,27,1,0,0,1,38,622
1701,28,1,0,0,0,25,466
1702,33,1,0,0,0,18,468
1703,34,1,0,0,0,28,486
1704,29,1,0,0,0,13,486
1705,12,1,0,0,1,35,565
1706,22,1,0,0,0,11,486
1707,23,1,0,0,0,28,463
1708,37,0,0,0,1,23,392
1709,16,1,0,0,1,19,331
1710,22,1,0,0,1,8,528
1711,3,1,0,0,0,34,375
1712,15,1,0,0,1,31,391
1713,32,1,0,0,0,1,217
